vihaan@Vihaans-MacBook-Pro validation % source .venv/bin/activate
(.venv) vihaan@Vihaans-MacBook-Pro validation % python run_all.py --model cohere

=== backend: cohere — screening + extraction in parallel ===
[run_all] start: /Users/vihaan/ReviewAid_Validation_v3.0.0/validation/.venv/bin/python 02_run_screening.py --model cohere
[run_all] start: /Users/vihaan/ReviewAid_Validation_v3.0.0/validation/.venv/bin/python 03_run_extraction.py --model cohere
[corpus] 1968 papers with PDF + criteria (731 included)
[cohere] keys:
  ...knbX: 11/1000 calls, exhausted=False
  ...Q2To: 13/1000 calls, exhausted=False
  ...NtX6: 10/1000 calls, exhausted=False
  ...sJ8t: 10/1000 calls, exhausted=False
  ...IxtD: 9/1000 calls, exhausted=False
  ...jnq5: 14/1000 calls, exhausted=False
  ...OlCf: 8/1000 calls, exhausted=False
[extraction] 2184 articles ready
[cohere] 2184 to extract (Cohere / command-a-03-2025)
[cohere] 137/2184 PMC2710065: conf=0.48 tier=tier1_override ungrounded_fields=0 (19.24s)
[cohere] CD000031-bib-0457: exclude conf=0.42 tier=tier1_override OVERRIDE (6.93s)
[cohere] 138/2184 PMC2708184: conf=0.48 tier=tier1_override ungrounded_fields=0 (21.0s)
[cohere] 139/2184 PMC2715417: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (4.54s)
[cohere] 140/2184 PMC2717426: conf=0.95 tier=tier2_llm_selfassess ungrounded_fields=0 (4.34s)
[cohere] 141/2184 PMC2720945: conf=0.95 tier=tier2_llm_selfassess ungrounded_fields=0 (4.27s)
[cohere] CD000031-bib-0459: include conf=0.33 tier=tier1_override OVERRIDE (4.71s)
[cohere] 142/2184 PMC2723123: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (3.82s)
[cohere] CD000031-bib-0426: include conf=0.33 tier=tier1_override OVERRIDE (28.66s)
[cohere] 143/2184 PMC2722000: conf=0.95 tier=tier2_llm_selfassess ungrounded_fields=0 (5.45s)
[cohere] CD000031-bib-0478: exclude conf=0.08 tier=tier1_override OVERRIDE (4.34s)
[cohere] 144/2184 PMC2721929: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (8.94s)
[cohere] CD000031-bib-0449: include conf=0.33 tier=tier1_override OVERRIDE (30.9s)
[cohere] CD000031-bib-0490: include conf=0.25 tier=tier1_override OVERRIDE (4.29s)
[cohere] 145/2184 PMC2741450: conf=0.48 tier=tier1_override ungrounded_fields=0 (4.68s)
[cohere] 146/2184 PMC2742700: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (4.09s)
[cohere] 147/2184 PMC2724496: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (6.42s)
[cohere] CD000031-bib-0483: include conf=0.42 tier=tier1_override OVERRIDE (6.45s)
[cohere] CD000031-bib-0492: include conf=0.33 tier=tier1_override OVERRIDE (5.44s)
[cohere] CD000031-bib-0500: include conf=0.33 tier=tier1_override OVERRIDE (4.98s)
[cohere] CD000031-bib-0499: include conf=0.33 tier=tier1_override OVERRIDE (7.13s)
[cohere] 148/2184 PMC2748711: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (7.91s)
[cohere] 149/2184 PMC2748072: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (9.27s)
[cohere] CD000031-bib-0501: include conf=0.33 tier=tier1_override OVERRIDE (7.91s)
[cohere] CD000031-bib-0503: include conf=0.25 tier=tier1_override OVERRIDE (4.67s)
[cohere] 150/2184 PMC2744923: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (11.96s)
[cohere] 151/2184 PMC2752772: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (3.31s)
[cohere] CD000031-bib-0502: include conf=0.25 tier=tier1_override OVERRIDE (6.16s)
[cohere] 152/2184 PMC2752780: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (4.01s)
[cohere] CD000313-bib-0001: include conf=0.08 tier=tier1_override OVERRIDE (4.14s)
[cohere] CD000031-bib-0505: include conf=0.33 tier=tier1_override OVERRIDE (5.77s)
[cohere] CD000313-bib-0006: include conf=0.12 tier=tier1_override OVERRIDE (4.86s)
[cohere] CD000313-bib-0008: include conf=0.04 tier=tier1_override OVERRIDE (4.93s)
[cohere] 153/2184 PMC2755037: conf=0.48 tier=tier1_override ungrounded_fields=0 (9.19s)
[cohere] CD000313-bib-0010: include conf=0.08 tier=tier1_override OVERRIDE (6.94s)
[cohere] CD000313-bib-0011: include conf=0.08 tier=tier1_override OVERRIDE (4.63s)
[cohere] CD000313-bib-0009: include conf=0.08 tier=tier1_override OVERRIDE (8.51s)
[cohere] 154/2184 PMC2759629: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (17.01s)
[cohere] CD000313-bib-0012: exclude conf=0.08 tier=tier1_override OVERRIDE (14.29s)
[cohere] CD000313-bib-0020: include conf=0.21 tier=tier1_override OVERRIDE (18.48s)
[cohere] 155/2184 PMC2758835: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (33.03s)
[cohere] CD000313-bib-0021: include conf=0.17 tier=tier1_override OVERRIDE (8.3s)
[cohere] 156/2184 PMC2759981: conf=0.95 tier=tier2_llm_selfassess ungrounded_fields=0 (9.87s)
[cohere] CD000313-bib-0022: include conf=0.08 tier=tier1_override OVERRIDE (4.83s)
[cohere] CD000313-bib-0016: include conf=0.08 tier=tier1_override OVERRIDE (27.81s)
[cohere] CD000313-bib-0024: include conf=0.0 tier=tier1_override OVERRIDE (5.83s)
[cohere] 157/2184 PMC2762857: conf=0.48 tier=tier1_override ungrounded_fields=0 (6.68s)
[cohere] 158/2184 PMC2762969: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (6.68s)
[cohere] CD000313-bib-0030: include conf=0.21 tier=tier1_override OVERRIDE (7.0s)
[cohere] CD000313-bib-0041: include conf=0.12 tier=tier1_override OVERRIDE (4.48s)
[cohere] CD000313-bib-0043: include conf=0.04 tier=tier1_override OVERRIDE (5.04s)
[cohere] 159/2184 PMC2765950: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (4.97s)
[cohere] 160/2184 PMC2769033: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (4.4s)
[cohere] CD000313-bib-0045: include conf=0.17 tier=tier1_override OVERRIDE (4.56s)
[cohere] CD000313-bib-0048: include conf=0.12 tier=tier1_override OVERRIDE (4.87s)
[cohere] 161/2184 PMC2770415: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (4.62s)
[cohere] CD000313-bib-0053: include conf=0.12 tier=tier1_override OVERRIDE (5.52s)
[cohere] 162/2184 PMC2772252: conf=0.95 tier=tier2_llm_selfassess ungrounded_fields=0 (4.5s)
[cohere] CD000313-bib-0061: include conf=0.17 tier=tier1_override OVERRIDE (4.31s)
[cohere] CD000313-bib-0064: include conf=0.12 tier=tier1_override OVERRIDE (4.81s)
[cohere] 163/2184 PMC2755038: conf=0.95 tier=tier2_llm_selfassess ungrounded_fields=0 (54.92s)
[cohere] CD000313-bib-0073: include conf=0.04 tier=tier1_override OVERRIDE (4.89s)
[cohere] 164/2184 PMC2774638: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (5.34s)
[cohere] CD000313-bib-0082: include conf=0.08 tier=tier1_override OVERRIDE (4.89s)
[cohere] CD000313-bib-0090: include conf=0.21 tier=tier1_override OVERRIDE (4.24s)
[cohere] 165/2184 PMC2778406: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (8.04s)
[cohere] 166/2184 PMC2784386: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (6.47s)
[cohere] CD000313-bib-0091: include conf=0.17 tier=tier1_override OVERRIDE (6.79s)
[cohere] 167/2184 PMC2778511: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (8.34s)
[cohere] CD000313-bib-0098: include conf=0.0 tier=tier1_override OVERRIDE (6.25s)
[cohere] 168/2184 PMC2784472: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (5.69s)
[cohere] CD000313-bib-0107: include conf=0.12 tier=tier1_override OVERRIDE (8.65s)
[cohere] 169/2184 PMC2785868: conf=0.95 tier=tier2_llm_selfassess ungrounded_fields=0 (5.57s)
[cohere] CD000313-bib-0111: include conf=0.12 tier=tier1_override OVERRIDE (5.4s)
[keys] cohere key ...OlCf retired. 6 key(s) remain.
[cohere] CD000313-bib-0112: include conf=0.04 tier=tier1_override OVERRIDE (5.23s)
[cohere] 170/2184 PMC2797436: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (5.86s)
[cohere] CD000313-bib-0113: include conf=0.12 tier=tier1_override OVERRIDE (18.78s)
[cohere] 171/2184 PMC2800022: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (17.91s)
[cohere] 172/2184 PMC2788265: conf=0.48 tier=tier1_override ungrounded_fields=0 (29.46s)
[cohere] 173/2184 PMC2796659: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (28.28s)
[cohere] CD001431-bib-0002: include conf=0.0 tier=tier1_override OVERRIDE (8.7s)
[cohere] CD000313-bib-0108: include conf=0.12 tier=tier1_override OVERRIDE (33.51s)
[cohere] CD001431-bib-0011: exclude conf=1.0 tier=tier1_deterministic (0.06s)
[cohere] 174/2184 PMC2806387: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (5.8s)
[cohere] CD001431-bib-0006: include conf=0.06 tier=tier1_override OVERRIDE (5.03s)
[cohere] 175/2184 PMC2800200: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (9.25s)
[cohere] CD001431-bib-0001: include conf=0.06 tier=tier1_override OVERRIDE (29.32s)
[cohere] CD001431-bib-0014: exclude conf=1.0 tier=tier1_deterministic (0.05s)
[cohere] CD001431-bib-0012: include conf=0.12 tier=tier1_override OVERRIDE (6.27s)
[cohere] 176/2184 PMC2806530: conf=0.48 tier=tier1_override ungrounded_fields=0 (3.63s)
[cohere] CD001431-bib-0013: include conf=0.12 tier=tier1_override OVERRIDE (4.53s)
[cohere] CD001431-bib-0015: include conf=0.12 tier=tier1_override OVERRIDE (4.6s)
[cohere] 177/2184 PMC2806484: conf=0.95 tier=tier2_llm_selfassess ungrounded_fields=0 (8.91s)
[cohere] 178/2184 PMC2801838: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (16.55s)
[cohere] CD001431-bib-0029: include conf=0.06 tier=tier1_override OVERRIDE (5.6s)
[cohere] CD001431-bib-0019: include conf=0.19 tier=tier1_override OVERRIDE (8.94s)
[cohere] CD001431-bib-0030: include conf=0.06 tier=tier1_override OVERRIDE (5.99s)
[cohere] 179/2184 PMC2808793: conf=0.95 tier=tier2_llm_selfassess ungrounded_fields=0 (8.45s)
[cohere] 180/2184 PMC2817867: conf=0.95 tier=tier2_llm_selfassess ungrounded_fields=0 (4.69s)
[cohere] 181/2184 PMC2815285: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (6.33s)
[cohere] CD001431-bib-0032: include conf=0.06 tier=tier1_override OVERRIDE (4.77s)
[cohere] CD001431-bib-0034: include conf=0.25 tier=tier1_override OVERRIDE (4.81s)
[cohere] 182/2184 PMC2818614: conf=0.48 tier=tier1_override ungrounded_fields=0 (4.2s)
[cohere] 183/2184 PMC2829413: conf=0.95 tier=tier2_llm_selfassess ungrounded_fields=0 (4.46s)
[cohere] CD001431-bib-0035: include conf=0.12 tier=tier1_override OVERRIDE (5.95s)
[cohere] CD001431-bib-0043: exclude conf=1.0 tier=tier1_deterministic (0.03s)
[cohere] 184/2184 PMC2822946: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (5.76s)
[cohere] CD001431-bib-0041: include conf=0.06 tier=tier1_override OVERRIDE (5.04s)
[cohere] 185/2184 PMC2830179: conf=0.95 tier=tier2_llm_selfassess ungrounded_fields=0 (5.8s)
[cohere] 186/2184 PMC2837810: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (4.7s)
[cohere] CD001431-bib-0042: include conf=0.31 tier=tier1_override OVERRIDE (7.88s)
[cohere] CD001431-bib-0049: include conf=0.06 tier=tier1_override OVERRIDE (5.71s)
[cohere] 187/2184 PMC2836298: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (6.28s)
[cohere] 188/2184 PMC2837815: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (5.22s)
[cohere] 189/2184 PMC2841147: conf=0.95 tier=tier2_llm_selfassess ungrounded_fields=0 (6.84s)
[cohere] 190/2184 PMC2845036: conf=0.95 tier=tier2_llm_selfassess ungrounded_fields=0 (7.39s)
[cohere] CD001431-bib-0053: include conf=0.12 tier=tier1_override OVERRIDE (8.49s)
[cohere] CD001431-bib-0057: include conf=0.12 tier=tier1_override OVERRIDE (8.47s)
[cohere] 191/2184 PMC2848004: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (16.2s)
[cohere] CD001431-bib-0060: include conf=0.12 tier=tier1_override OVERRIDE (15.86s)
[cohere] CD001431-bib-0051: include conf=0.12 tier=tier1_override OVERRIDE (30.09s)
[cohere] CD001431-bib-0063: exclude conf=1.0 tier=tier1_deterministic (0.08s)
[cohere] 192/2184 PMC2856148: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (4.45s)
[cohere] CD001431-bib-0059: include conf=0.25 tier=tier1_override OVERRIDE (19.56s)
[cohere] CD001431-bib-0062: include conf=0.06 tier=tier1_override OVERRIDE (6.78s)
[cohere] CD001431-bib-0065: include conf=0.06 tier=tier1_override OVERRIDE (4.82s)
[cohere] 193/2184 PMC2858204: conf=0.95 tier=tier2_llm_selfassess ungrounded_fields=0 (8.74s)
[cohere] CD001431-bib-0071: include conf=0.12 tier=tier1_override OVERRIDE (5.16s)
[cohere] 194/2184 PMC2847809: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (32.42s)
[cohere] CD001431-bib-0073: include conf=0.12 tier=tier1_override OVERRIDE (5.01s)
[cohere] 195/2184 PMC2853089: conf=0.48 tier=tier1_override ungrounded_fields=0 (30.11s)
[cohere] CD001431-bib-0066: include conf=0.19 tier=tier1_override OVERRIDE (13.98s)
[cohere] 196/2184 PMC2864284: conf=0.95 tier=tier2_llm_selfassess ungrounded_fields=0 (5.85s)
[cohere] CD001431-bib-0075: include conf=0.19 tier=tier1_override OVERRIDE (5.44s)
[cohere] CD001431-bib-0074: include conf=0.25 tier=tier1_override OVERRIDE (6.43s)
[cohere] CD001431-bib-0081: exclude conf=1.0 tier=tier1_deterministic (0.08s)
[cohere] 197/2184 PMC2867787: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (5.72s)
[cohere] CD001431-bib-0083: include conf=0.06 tier=tier1_override OVERRIDE (4.6s)
[cohere] CD001431-bib-0076: include conf=0.06 tier=tier1_override OVERRIDE (5.56s)
[cohere] 198/2184 PMC2875419: conf=0.95 tier=tier2_llm_selfassess ungrounded_fields=0 (6.14s)
[cohere] CD001431-bib-0078: include conf=0.12 tier=tier1_override OVERRIDE (9.11s)
[cohere] 199/2184 PMC2865639: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (14.69s)
[cohere] 200/2184 PMC2871176: conf=0.95 tier=tier2_llm_selfassess ungrounded_fields=0 (10.3s)
[cohere] CD001431-bib-0084: include conf=0.06 tier=tier1_override OVERRIDE (5.96s)
[cohere] CD001431-bib-0089: include conf=0.06 tier=tier1_override OVERRIDE (6.36s)
[cohere] 201/2184 PMC2876855: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (4.71s)
[cohere] CD001431-bib-0092: include conf=0.25 tier=tier1_override OVERRIDE (4.65s)
[cohere] 202/2184 PMC2876942: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (4.64s)
[cohere] CD001431-bib-0094: include conf=0.0 tier=tier1_override OVERRIDE (4.98s)
[cohere] 203/2184 PMC2877680: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (6.64s)
[cohere] 204/2184 PMC2882922: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (4.45s)
[cohere] CD001431-bib-0095: include conf=0.12 tier=tier1_override OVERRIDE (6.94s)
[cohere] 205/2184 PMC2885597: conf=0.95 tier=tier2_llm_selfassess ungrounded_fields=0 (5.64s)
[cohere] CD001431-bib-0097: include conf=0.12 tier=tier1_override OVERRIDE (4.88s)
[cohere] CD001431-bib-0099: include conf=0.06 tier=tier1_override OVERRIDE (5.97s)
[cohere] 206/2184 PMC2887201: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (9.04s)
[cohere] CD001431-bib-0103: include conf=0.12 tier=tier1_override OVERRIDE (7.0s)
[cohere] 207/2184 PMC2887151: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (12.2s)
[cohere] 208/2184 PMC2887326: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (11.18s)
[cohere] CD001431-bib-0096: include conf=0.12 tier=tier1_override OVERRIDE (24.5s)
[cohere] CD001431-bib-0106: include conf=0.12 tier=tier1_override OVERRIDE (13.78s)
[cohere] 209/2184 PMC2888205: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (17.04s)
[cohere] 210/2184 PMC2892494: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (15.02s)
[cohere] CD001431-bib-0112: include conf=0.06 tier=tier1_override OVERRIDE (7.6s)
[cohere] 211/2184 PMC2891743: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (17.0s)
[cohere] 212/2184 PMC2898847: conf=0.48 tier=tier1_override ungrounded_fields=0 (6.26s)
[cohere] 213/2184 PMC2899760: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (5.05s)
[cohere] 214/2184 PMC2900076: conf=0.95 tier=tier2_llm_selfassess ungrounded_fields=0 (7.93s)
[cohere] CD001431-bib-0116: include conf=0.06 tier=tier1_override OVERRIDE (9.88s)
[cohere] 215/2184 PMC2911596: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (5.1s)
[cohere] 216/2184 PMC2909923: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (6.44s)
[cohere] CD001431-bib-0104: include conf=0.12 tier=tier1_override OVERRIDE (31.99s)
[cohere] 217/2184 PMC2912679: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (4.33s)
[cohere] CD001431-bib-0113: include conf=0.06 tier=tier1_override OVERRIDE (18.7s)
[cohere] 218/2184 PMC2920262: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (5.04s)
[cohere] CD001431-bib-0117: include conf=0.06 tier=tier1_override OVERRIDE (5.16s)
[cohere] CD001431-bib-0122: exclude conf=1.0 tier=tier1_deterministic (0.05s)
[cohere] CD001431-bib-0118: include conf=0.06 tier=tier1_override OVERRIDE (4.79s)
[cohere] 219/2184 PMC2928344: conf=0.95 tier=tier2_llm_selfassess ungrounded_fields=0 (4.46s)
[cohere] CD001431-bib-0120: include conf=0.12 tier=tier1_override OVERRIDE (4.6s)
[cohere] 220/2184 PMC2922723: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (7.1s)
[cohere] 221/2184 PMC2920889: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (10.12s)
[cohere] CD001431-bib-0126: include conf=0.12 tier=tier1_override OVERRIDE (6.83s)
[cohere] CD001431-bib-0129: exclude conf=1.0 tier=tier1_deterministic (0.08s)
[cohere] CD001431-bib-0127: include conf=0.12 tier=tier1_override OVERRIDE (6.95s)
[cohere] 222/2184 PMC2931380: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (4.03s)
[cohere] CD001431-bib-0128: include conf=0.12 tier=tier1_override OVERRIDE (5.47s)
[cohere] CD001431-bib-0135: exclude conf=1.0 tier=tier1_deterministic (0.07s)
[cohere] 223/2184 PMC2941605: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (8.04s)
[cohere] 224/2184 PMC2936735: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (9.56s)
[cohere] CD001431-bib-0130: include conf=0.06 tier=tier1_override OVERRIDE (7.13s)
[cohere] 225/2184 PMC2944158: conf=0.95 tier=tier2_llm_selfassess ungrounded_fields=0 (6.25s)
[cohere] CD001431-bib-0136: include conf=0.19 tier=tier1_override OVERRIDE (6.94s)
[cohere] CD001431-bib-0131: include conf=0.12 tier=tier1_override OVERRIDE (10.2s)
[cohere] 226/2184 PMC2944304: conf=0.48 tier=tier1_override ungrounded_fields=0 (5.88s)
[cohere] CD001431-bib-0138: include conf=0.06 tier=tier1_override OVERRIDE (5.14s)
[cohere] 227/2184 PMC2949642: conf=0.3 tier=tier1_override ungrounded_fields=0 (4.82s)
[cohere] 228/2184 PMC2948428: conf=0.48 tier=tier1_override ungrounded_fields=0 (6.36s)
[cohere] CD001431-bib-0140: include conf=0.0 tier=tier1_override OVERRIDE (4.82s)
[cohere] CD001431-bib-0144: include conf=0.12 tier=tier1_override OVERRIDE (5.19s)
[cohere] 229/2184 PMC2952311: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (6.01s)
[cohere] CD001431-bib-0146: include conf=0.19 tier=tier1_override OVERRIDE (4.53s)
[cohere] 230/2184 PMC2956883: conf=0.95 tier=tier2_llm_selfassess ungrounded_fields=0 (6.43s)
[cohere] CD001431-bib-0147: include conf=0.06 tier=tier1_override OVERRIDE (18.13s)
[cohere] CD001431-bib-0153: exclude conf=1.0 tier=tier1_deterministic (0.05s)
[cohere] 231/2184 PMC2967052: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (14.87s)
[cohere] CD001431-bib-0150: include conf=0.0 tier=tier1_override OVERRIDE (18.4s)
[cohere] 232/2184 PMC2967098: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (3.5s)
[cohere] CD001431-bib-0154: include conf=0.06 tier=tier1_override OVERRIDE (6.78s)
[cohere] CD001431-bib-0145: include conf=0.25 tier=tier1_override OVERRIDE (30.43s)
[cohere] 233/2184 PMC2956327: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (32.93s)
[cohere] CD001431-bib-0160: include conf=0.19 tier=tier1_override OVERRIDE (5.41s)
[cohere] 234/2184 PMC2972614: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (8.14s)
[cohere] CD001431-bib-0156: exclude conf=0.0 tier=tier1_override OVERRIDE (8.79s)
[cohere] 235/2184 PMC2966708: conf=0.95 tier=tier2_llm_selfassess ungrounded_fields=0 (28.62s)
[cohere] CD001431-bib-0161: include conf=0.19 tier=tier1_override OVERRIDE (5.83s)
[cohere] 236/2184 PMC2974661: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (5.57s)
[cohere] CD001431-bib-0163: include conf=0.06 tier=tier1_override OVERRIDE (5.75s)
[cohere] 237/2184 PMC2972641: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (9.16s)
[cohere] 238/2184 PMC2974815: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (8.37s)
[cohere] CD001431-bib-0169: include conf=0.25 tier=tier1_override OVERRIDE (7.2s)
[cohere] 239/2184 PMC2981076: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (4.93s)
[cohere] CD001431-bib-0170: include conf=0.06 tier=tier1_override OVERRIDE (4.77s)
[cohere] 240/2184 PMC2984512: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (4.28s)
[cohere] CD001431-bib-0162: include conf=0.19 tier=tier1_override OVERRIDE (13.76s)
[cohere] CD001431-bib-0179: include conf=0.0 tier=tier1_override OVERRIDE (3.59s)
[cohere] CD001431-bib-0177: include conf=0.06 tier=tier1_override OVERRIDE (5.57s)
[cohere] 241/2184 PMC2992187: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (6.94s)
[cohere] 242/2184 PMC2994546: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (5.15s)
[cohere] CD001431-bib-0187: include conf=0.0 tier=tier1_override OVERRIDE (3.68s)
[cohere] CD001431-bib-0183: include conf=0.0 tier=tier1_override OVERRIDE (5.52s)
[cohere] CD001431-bib-0192: exclude conf=1.0 tier=tier1_deterministic (0.06s)
[cohere] 243/2184 PMC2995234: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (4.62s)
[cohere] CD001431-bib-0186: include conf=0.12 tier=tier1_override OVERRIDE (6.97s)
[cohere] 244/2184 PMC2994863: conf=0.8 tier=tier2_llm_selfassess ungrounded_fields=0 (10.04s)
[cohere] CD001431-bib-0188: include conf=0.12 tier=tier1_override OVERRIDE (4.88s)
[cohere] CD001431-bib-0209: exclude conf=1.0 tier=tier1_deterministic (0.06s)
[cohere] CD001431-bib-0196: include conf=0.12 tier=tier1_override OVERRIDE (5.19s)
[cohere] CD001431-bib-0203: include conf=0.19 tier=tier1_override OVERRIDE (3.81s)
[cohere] 245/2184 PMC3001156: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (6.76s)
[cohere] 246/2184 PMC3003523: conf=0.95 tier=tier2_llm_selfassess ungrounded_fields=0 (6.28s)
[cohere] CD001431-bib-0211: include conf=0.06 tier=tier1_override OVERRIDE (5.82s)
[cohere] CD001431-bib-0212: include conf=0.0 tier=tier1_override OVERRIDE (4.89s)
[cohere] 247/2184 PMC3000449: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (14.89s)
[cohere] 248/2184 PMC3009979: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (6.18s)
[cohere] 249/2184 PMC3015551: conf=0.48 tier=tier1_override ungrounded_fields=1 (5.75s)
[cohere] 250/2184 PMC3019750: conf=0.48 tier=tier1_override ungrounded_fields=0 (13.73s)
[cohere] CD001431-bib-0215: include conf=0.0 tier=tier1_override OVERRIDE (18.21s)
[cohere] CD001431-bib-0218: exclude conf=1.0 tier=tier1_deterministic (0.05s)
[cohere] 251/2184 PMC3026127: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (4.71s)
[cohere] CD001431-bib-0220: exclude conf=0.12 tier=tier1_override OVERRIDE (4.26s)
[cohere] 252/2184 PMC3021887: conf=0.95 tier=tier2_llm_selfassess ungrounded_fields=0 (17.76s)
[cohere] CD001431-bib-0221: include conf=0.06 tier=tier1_override OVERRIDE (3.56s)
[cohere] 253/2184 PMC3017961: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (29.4s)
[cohere] CD001431-bib-0222: include conf=0.06 tier=tier1_override OVERRIDE (4.89s)
[cohere] CD001431-bib-0214: include conf=0.06 tier=tier1_override OVERRIDE (31.12s)
[cohere] 254/2184 PMC3034877: conf=0.95 tier=tier2_llm_selfassess ungrounded_fields=0 (12.79s)
[cohere] CD001431-bib-0223: include conf=0.19 tier=tier1_override OVERRIDE (5.43s)
[cohere] 255/2184 PMC3040733: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (6.03s)
[cohere] CD001431-bib-0224: include conf=0.06 tier=tier1_override OVERRIDE (5.48s)
[cohere] 256/2184 PMC3039191: conf=0.9 tier=tier2_llm_selfassess ungrounded_fields=0 (14.44s)
